airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,route,duration_category,price
Air_India,AI-655,Mumbai,Evening,one,Evening,Delhi,Business,24.67,11,Mumbai → Delhi,Very Long (>12h),29765
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Kolkata,Business,15.92,39,Hyderabad → Kolkata,Very Long (>12h),51819
Air_India,AI-503,Bangalore,Evening,one,Morning,Mumbai,Economy,17.42,14,Bangalore → Mumbai,Very Long (>12h),9277
Air_India,AI-867,Mumbai,Night,one,Night,Kolkata,Economy,22.58,13,Mumbai → Kolkata,Very Long (>12h),12007
Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Business,11.5,43,Chennai → Kolkata,Long (6-12h),56273
Indigo,6E-128,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.0,19,Delhi → Kolkata,Medium (3-6h),5955
Air_India,AI-538,Chennai,Night,one,Morning,Bangalore,Economy,12.58,20,Chennai → Bangalore,Very Long (>12h),5888
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.42,17,Bangalore → Mumbai,Very Long (>12h),54684
Vistara,UK-738,Kolkata,Evening,two_or_more,Morning,Mumbai,Business,15.0,32,Kolkata → Mumbai,Very Long (>12h),64831
Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,12.33,42,Mumbai → Hyderabad,Very Long (>12h),4593
Indigo,6E-6591,Hyderabad,Afternoon,one,Evening,Chennai,Economy,5.08,3,Hyderabad → Chennai,Medium (3-6h),12118
Air_India,AI-867,Mumbai,Night,one,Evening,Kolkata,Economy,21.67,27,Mumbai → Kolkata,Very Long (>12h),4556
GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.75,16,Hyderabad → Mumbai,Long (6-12h),4452
Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Business,18.5,32,Delhi → Hyderabad,Very Long (>12h),53937
Vistara,UK-930,Mumbai,Early_Morning,one,Night,Bangalore,Business,15.83,43,Mumbai → Bangalore,Very Long (>12h),69168
Indigo,6E-5208,Mumbai,Evening,zero,Evening,Hyderabad,Economy,1.42,40,Mumbai → Hyderabad,Short (<3h),2901
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.25,11,Delhi → Bangalore,Long (6-12h),10680
Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Economy,14.42,29,Bangalore → Mumbai,Very Long (>12h),6568
Vistara,UK-706,Kolkata,Morning,one,Night,Chennai,Economy,12.5,34,Kolkata → Chennai,Very Long (>12h),5910
Air_India,AI-636,Delhi,Afternoon,one,Night,Hyderabad,Economy,7.08,27,Delhi → Hyderabad,Long (6-12h),4209
Vistara,UK-988,Mumbai,Night,one,Evening,Bangalore,Economy,20.08,17,Mumbai → Bangalore,Very Long (>12h),6450
Vistara,UK-981,Delhi,Night,one,Morning,Kolkata,Economy,12.0,29,Delhi → Kolkata,Long (6-12h),6860
GO_FIRST,G8-505,Chennai,Evening,one,Night,Bangalore,Economy,4.33,21,Chennai → Bangalore,Medium (3-6h),2212
Air_India,AI-539,Chennai,Evening,one,Night,Hyderabad,Business,6.58,35,Chennai → Hyderabad,Long (6-12h),51345
Indigo,6E-149,Hyderabad,Morning,one,Afternoon,Kolkata,Economy,5.42,39,Hyderabad → Kolkata,Medium (3-6h),10317
Air_India,AI-507,Bangalore,Early_Morning,one,Evening,Delhi,Business,12.0,23,Bangalore → Delhi,Long (6-12h),35554
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.5,41,Chennai → Mumbai,Long (6-12h),72065
GO_FIRST,G8-304,Chennai,Afternoon,one,Late_Night,Delhi,Economy,11.08,23,Chennai → Delhi,Long (6-12h),4827
Vistara,UK-830,Hyderabad,Morning,zero,Afternoon,Delhi,Economy,2.33,36,Hyderabad → Delhi,Short (<3h),2350
Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,9.75,20,Delhi → Bangalore,Long (6-12h),49177
SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,17,Delhi → Bangalore,Very Long (>12h),5168
Vistara,UK-820,Bangalore,Evening,one,Morning,Kolkata,Business,15.83,49,Bangalore → Kolkata,Very Long (>12h),60508
SpiceJet,SG-4025,Kolkata,Early_Morning,one,Evening,Delhi,Economy,12.33,20,Kolkata → Delhi,Very Long (>12h),5120
Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.17,38,Delhi → Hyderabad,Short (<3h),2022
Air_India,AI-675,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,37,Mumbai → Kolkata,Short (<3h),3177
Air_India,AI-565,Bangalore,Afternoon,one,Afternoon,Delhi,Business,24.25,12,Bangalore → Delhi,Very Long (>12h),37658
Indigo,6E-5394,Chennai,Early_Morning,zero,Morning,Mumbai,Economy,2.0,40,Chennai → Mumbai,Short (<3h),3572
Indigo,6E-5369,Hyderabad,Evening,zero,Evening,Mumbai,Economy,1.5,29,Hyderabad → Mumbai,Short (<3h),3096
Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,Economy,27.33,37,Kolkata → Bangalore,Very Long (>12h),6195
Indigo,6E-358,Delhi,Morning,one,Night,Chennai,Economy,11.83,5,Delhi → Chennai,Long (6-12h),7950
Air_India,AI-515,Hyderabad,Morning,one,Night,Delhi,Business,14.33,14,Hyderabad → Delhi,Very Long (>12h),44583
Air_India,AI-669,Mumbai,Morning,one,Night,Delhi,Business,11.75,47,Mumbai → Delhi,Long (6-12h),39847
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.58,26,Bangalore → Mumbai,Very Long (>12h),6389
Vistara,UK-852,Bangalore,Morning,one,Evening,Kolkata,Business,10.42,27,Bangalore → Kolkata,Long (6-12h),57529
Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,20.58,30,Chennai → Mumbai,Very Long (>12h),61873
Air_India,AI-770,Kolkata,Night,one,Evening,Hyderabad,Business,22.83,17,Kolkata → Hyderabad,Very Long (>12h),52063
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Business,10.25,13,Kolkata → Delhi,Long (6-12h),68303
Indigo,6E-6491,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.17,40,Bangalore → Hyderabad,Short (<3h),1714
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Business,5.42,43,Delhi → Hyderabad,Medium (3-6h),51697
Indigo,6E-822,Kolkata,Morning,one,Evening,Chennai,Economy,7.67,15,Kolkata → Chennai,Long (6-12h),6977
Indigo,6E-5017,Mumbai,Morning,one,Evening,Kolkata,Economy,7.25,15,Mumbai → Kolkata,Long (6-12h),11714
Vistara,UK-846,Bangalore,Morning,one,Evening,Delhi,Business,9.58,27,Bangalore → Delhi,Long (6-12h),54841
Vistara,UK-864,Bangalore,Evening,one,Morning,Chennai,Business,16.83,28,Bangalore → Chennai,Very Long (>12h),44280
GO_FIRST,G8-532,Kolkata,Morning,one,Night,Delhi,Economy,11.0,14,Kolkata → Delhi,Long (6-12h),6488
Air_India,AI-411,Delhi,Early_Morning,one,Evening,Bangalore,Business,12.75,31,Delhi → Bangalore,Very Long (>12h),37594
AirAsia,I5-510,Hyderabad,Early_Morning,zero,Morning,Chennai,Economy,1.25,47,Hyderabad → Chennai,Short (<3h),1544
Vistara,UK-876,Hyderabad,Night,one,Morning,Chennai,Business,14.25,31,Hyderabad → Chennai,Very Long (>12h),41314
GO_FIRST,G8-302,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,10.75,27,Chennai → Delhi,Long (6-12h),4827
Air_India,AI-776,Bangalore,Early_Morning,one,Evening,Delhi,Economy,12.25,45,Bangalore → Delhi,Very Long (>12h),5906
SpiceJet,SG-3321,Kolkata,Early_Morning,one,Evening,Delhi,Economy,11.33,46,Kolkata → Delhi,Long (6-12h),8016
Vistara,UK-850,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.0,14,Bangalore → Delhi,Medium (3-6h),10744
GO_FIRST,G8-118,Bangalore,Night,one,Early_Morning,Mumbai,Economy,6.33,20,Bangalore → Mumbai,Long (6-12h),5177
GO_FIRST,G8-7533,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.17,24,Delhi → Bangalore,Long (6-12h),4020
Vistara,UK-894,Hyderabad,Evening,one,Morning,Mumbai,Economy,13.75,6,Hyderabad → Mumbai,Very Long (>12h),9178
Air_India,AI-611,Mumbai,Morning,one,Early_Morning,Delhi,Business,17.5,25,Mumbai → Delhi,Very Long (>12h),29610
Indigo,6E-483,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,1,Delhi → Kolkata,Short (<3h),5955
Vistara,UK-812,Bangalore,Morning,one,Night,Chennai,Business,13.0,19,Bangalore → Chennai,Very Long (>12h),60396
Vistara,UK-988,Mumbai,Night,one,Afternoon,Hyderabad,Business,15.67,33,Mumbai → Hyderabad,Very Long (>12h),66077
Air_India,AI-544,Delhi,Evening,one,Night,Bangalore,Economy,5.0,40,Delhi → Bangalore,Medium (3-6h),3621
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Economy,10.83,37,Chennai → Mumbai,Long (6-12h),7301
AirAsia,I5-330,Mumbai,Night,one,Afternoon,Bangalore,Economy,13.5,12,Mumbai → Bangalore,Very Long (>12h),5101
Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Business,26.67,31,Delhi → Mumbai,Very Long (>12h),46377
Air_India,AI-804,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,6,Bangalore → Delhi,Short (<3h),7489
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Hyderabad,Business,16.5,32,Mumbai → Hyderabad,Very Long (>12h),45693
Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Economy,12.0,48,Kolkata → Delhi,Long (6-12h),6461
Vistara,UK-828,Chennai,Early_Morning,one,Night,Hyderabad,Business,13.92,11,Chennai → Hyderabad,Very Long (>12h),41064
Air_India,AI-840,Hyderabad,Night,one,Afternoon,Mumbai,Economy,16.0,25,Hyderabad → Mumbai,Very Long (>12h),4363
Vistara,UK-852,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,46,Bangalore → Hyderabad,Long (6-12h),5322
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Business,16.5,23,Hyderabad → Bangalore,Very Long (>12h),56702
Vistara,UK-816,Bangalore,Morning,one,Morning,Kolkata,Business,21.08,10,Bangalore → Kolkata,Very Long (>12h),60508
Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Business,9.33,15,Kolkata → Delhi,Long (6-12h),69535
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Chennai,Business,13.25,8,Bangalore → Chennai,Very Long (>12h),44280
Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Economy,13.92,49,Mumbai → Bangalore,Very Long (>12h),6450
Vistara,UK-867,Bangalore,Afternoon,two_or_more,Night,Hyderabad,Economy,30.300000000000004,45,Bangalore → Hyderabad,Very Long (>12h),7479
Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Business,11.75,30,Mumbai → Bangalore,Long (6-12h),93579
Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Kolkata,Economy,30.0,2,Chennai → Kolkata,Very Long (>12h),30978
Indigo,6E-375,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,6.33,8,Kolkata → Delhi,Long (6-12h),7466
Vistara,UK-866,Bangalore,Night,zero,Night,Mumbai,Economy,1.75,35,Bangalore → Mumbai,Short (<3h),2150
Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Economy,22.0,11,Chennai → Mumbai,Very Long (>12h),11069
Air_India,AI-503,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,49,Bangalore → Delhi,Short (<3h),4491
Air_India,AI-611,Mumbai,Morning,one,Morning,Delhi,Economy,21.33,37,Mumbai → Delhi,Very Long (>12h),3762
Indigo,6E-369,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.0,12,Delhi → Bangalore,Long (6-12h),15452
Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Evening,Bangalore,Economy,9.83,31,Kolkata → Bangalore,Long (6-12h),8111
Vistara,UK-772,Kolkata,Morning,one,Early_Morning,Bangalore,Business,21.42,45,Kolkata → Bangalore,Very Long (>12h),52287
Vistara,UK-834,Chennai,Evening,one,Evening,Bangalore,Business,25.67,3,Chennai → Bangalore,Very Long (>12h),72692
GO_FIRST,G8-118,Bangalore,Night,one,Afternoon,Mumbai,Economy,16.17,45,Bangalore → Mumbai,Very Long (>12h),6389
Vistara,UK-818,Bangalore,Evening,zero,Night,Delhi,Economy,2.75,38,Bangalore → Delhi,Short (<3h),4502
GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,9.08,24,Hyderabad → Mumbai,Long (6-12h),4165
Air_India,AI-503,Bangalore,Evening,one,Afternoon,Kolkata,Business,18.67,38,Bangalore → Kolkata,Very Long (>12h),60508
Vistara,UK-829,Delhi,Early_Morning,one,Morning,Bangalore,Economy,25.33,33,Delhi → Bangalore,Very Long (>12h),3357
Vistara,UK-673,Delhi,Afternoon,two_or_more,Night,Chennai,Economy,9.75,7,Delhi → Chennai,Long (6-12h),18533
SpiceJet,SG-8107,Delhi,Early_Morning,zero,Morning,Chennai,Economy,2.92,12,Delhi → Chennai,Short (<3h),7425
GO_FIRST,G8-300,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.92,17,Delhi → Mumbai,Medium (3-6h),8869
Vistara,UK-970,Mumbai,Morning,one,Night,Chennai,Business,11.5,7,Mumbai → Chennai,Long (6-12h),64173
Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Business,15.08,18,Mumbai → Bangalore,Very Long (>12h),77120
Vistara,UK-870,Hyderabad,Night,one,Night,Kolkata,Business,26.17,24,Hyderabad → Kolkata,Very Long (>12h),51819
Air_India,AI-636,Delhi,Afternoon,one,Morning,Bangalore,Business,20.67,7,Delhi → Bangalore,Very Long (>12h),42457
Vistara,UK-994,Mumbai,Morning,one,Evening,Kolkata,Business,9.17,36,Mumbai → Kolkata,Long (6-12h),62045
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Economy,11.83,7,Chennai → Delhi,Long (6-12h),16140
Indigo,6E-6021,Kolkata,Afternoon,zero,Evening,Hyderabad,Economy,2.33,41,Kolkata → Hyderabad,Short (<3h),5807
Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,15.5,19,Kolkata → Bangalore,Very Long (>12h),8111
Indigo,6E-5338,Mumbai,Morning,one,Afternoon,Chennai,Economy,7.42,39,Mumbai → Chennai,Long (6-12h),1890
Air_India,AI-9720,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,7.75,45,Kolkata → Delhi,Long (6-12h),5835
AirAsia,I5-972,Hyderabad,Evening,one,Early_Morning,Mumbai,Economy,13.42,43,Hyderabad → Mumbai,Very Long (>12h),3423
GO_FIRST,G8-312,Bangalore,Evening,one,Night,Delhi,Economy,5.58,22,Bangalore → Delhi,Medium (3-6h),3466
Vistara,UK-802,Bangalore,Evening,one,Morning,Mumbai,Business,16.75,16,Bangalore → Mumbai,Very Long (>12h),61404
Vistara,UK-940,Mumbai,Evening,one,Morning,Bangalore,Economy,16.08,47,Mumbai → Bangalore,Very Long (>12h),6450
Vistara,UK-970,Mumbai,Morning,one,Evening,Chennai,Economy,7.58,32,Mumbai → Chennai,Long (6-12h),4348
Air_India,AI-768,Kolkata,Afternoon,one,Morning,Hyderabad,Economy,20.42,33,Kolkata → Hyderabad,Very Long (>12h),5145
Indigo,6E-5002,Chennai,Morning,zero,Afternoon,Delhi,Economy,2.42,40,Chennai → Delhi,Short (<3h),3275
Indigo,6E-2456,Hyderabad,Evening,zero,Evening,Delhi,Economy,2.08,7,Hyderabad → Delhi,Short (<3h),6133
GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Chennai,Economy,14.33,25,Delhi → Chennai,Very Long (>12h),4896
Air_India,AI-640,Bangalore,Early_Morning,one,Night,Delhi,Business,13.67,8,Bangalore → Delhi,Very Long (>12h),50462
Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,13.25,33,Kolkata → Bangalore,Very Long (>12h),8111
Vistara,UK-890,Hyderabad,Evening,one,Morning,Kolkata,Business,14.92,8,Hyderabad → Kolkata,Very Long (>12h),77994
Air_India,AI-508,Hyderabad,Afternoon,one,Morning,Mumbai,Business,19.5,33,Hyderabad → Mumbai,Very Long (>12h),32420
Indigo,6E-5217,Mumbai,Evening,one,Night,Kolkata,Economy,6.33,4,Mumbai → Kolkata,Long (6-12h),10616
Vistara,UK-776,Kolkata,Evening,one,Evening,Delhi,Economy,22.92,10,Kolkata → Delhi,Very Long (>12h),17718
Air_India,AI-573,Bangalore,Afternoon,one,Night,Delhi,Economy,8.08,4,Bangalore → Delhi,Long (6-12h),12455
Vistara,UK-864,Bangalore,Evening,one,Late_Night,Delhi,Economy,5.92,23,Bangalore → Delhi,Medium (3-6h),4111
Vistara,UK-738,Kolkata,Evening,one,Evening,Bangalore,Business,24.08,47,Kolkata → Bangalore,Very Long (>12h),60978
Indigo,6E-6217,Chennai,Night,one,Early_Morning,Mumbai,Economy,7.08,14,Chennai → Mumbai,Long (6-12h),7982
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Business,15.08,40,Hyderabad → Mumbai,Very Long (>12h),45883
Air_India,AI-678,Delhi,Morning,one,Morning,Kolkata,Economy,23.83,33,Delhi → Kolkata,Very Long (>12h),5805
Vistara,UK-851,Mumbai,Early_Morning,two_or_more,Evening,Chennai,Economy,9.33,36,Mumbai → Chennai,Long (6-12h),8130
Vistara,UK-706,Kolkata,Morning,one,Night,Hyderabad,Business,10.67,34,Kolkata → Hyderabad,Long (6-12h),67497
AirAsia,I5-942,Mumbai,Afternoon,two_or_more,Late_Night,Kolkata,Economy,12.5,19,Mumbai → Kolkata,Very Long (>12h),2836
Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,48,Delhi → Mumbai,Short (<3h),2410
Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Business,11.58,26,Delhi → Mumbai,Long (6-12h),53164
Air_India,AI-768,Kolkata,Afternoon,one,Night,Chennai,Economy,8.08,15,Kolkata → Chennai,Long (6-12h),16149
Air_India,AI-515,Hyderabad,Morning,one,Night,Delhi,Economy,14.33,32,Hyderabad → Delhi,Very Long (>12h),6117
AirAsia,I5-1576,Bangalore,Early_Morning,zero,Morning,Hyderabad,Economy,1.17,17,Bangalore → Hyderabad,Short (<3h),1714
Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Business,2.83,19,Delhi → Bangalore,Short (<3h),32859
Vistara,UK-838,Chennai,Night,one,Morning,Hyderabad,Business,12.58,19,Chennai → Hyderabad,Very Long (>12h),58032
Air_India,AI-538,Chennai,Night,one,Night,Kolkata,Business,26.0,26,Chennai → Kolkata,Very Long (>12h),55377
Vistara,UK-830,Hyderabad,Morning,one,Evening,Chennai,Economy,6.0,31,Hyderabad → Chennai,Medium (3-6h),4674
Vistara,UK-875,Mumbai,Evening,one,Morning,Delhi,Business,13.67,32,Mumbai → Delhi,Very Long (>12h),41269
Vistara,UK-857,Mumbai,Night,one,Morning,Hyderabad,Economy,12.08,46,Mumbai → Hyderabad,Very Long (>12h),3334
Indigo,6E-591,Chennai,Morning,one,Night,Delhi,Economy,8.17,49,Chennai → Delhi,Long (6-12h),3361
Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Economy,6.75,39,Bangalore → Mumbai,Long (6-12h),6568
GO_FIRST,G8-7559,Bangalore,Afternoon,one,Night,Hyderabad,Economy,6.67,30,Bangalore → Hyderabad,Long (6-12h),5255
Vistara,UK-818,Bangalore,Evening,zero,Night,Delhi,Business,2.75,47,Bangalore → Delhi,Short (<3h),32923
AirAsia,I5-744,Delhi,Morning,one,Night,Chennai,Economy,12.0,16,Delhi → Chennai,Long (6-12h),1998
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Bangalore,Business,9.5,27,Mumbai → Bangalore,Long (6-12h),69168
Vistara,UK-846,Bangalore,Morning,one,Morning,Chennai,Business,27.33,30,Bangalore → Chennai,Very Long (>12h),44280
Vistara,UK-940,Mumbai,Evening,one,Morning,Hyderabad,Economy,13.92,3,Mumbai → Hyderabad,Very Long (>12h),11664
Air_India,AI-440,Chennai,Early_Morning,one,Night,Bangalore,Economy,13.92,21,Chennai → Bangalore,Very Long (>12h),7568
Air_India,AI-9894,Chennai,Morning,one,Morning,Mumbai,Economy,25.17,39,Chennai → Mumbai,Very Long (>12h),3258
Indigo,6E-269,Chennai,Morning,one,Evening,Delhi,Economy,6.25,38,Chennai → Delhi,Long (6-12h),3873
GO_FIRST,G8-327,Mumbai,Early_Morning,one,Night,Bangalore,Economy,13.42,35,Mumbai → Bangalore,Very Long (>12h),6728
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,9.67,18,Hyderabad → Mumbai,Long (6-12h),45995
Vistara,UK-774,Kolkata,Night,one,Night,Bangalore,Economy,26.25,26,Kolkata → Bangalore,Very Long (>12h),6195
Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Business,5.42,41,Delhi → Hyderabad,Medium (3-6h),51697
Vistara,UK-846,Bangalore,Morning,one,Evening,Kolkata,Business,8.33,25,Bangalore → Kolkata,Long (6-12h),51817
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,10.17,23,Hyderabad → Bangalore,Long (6-12h),6776
Indigo,6E-5376,Mumbai,Late_Night,one,Morning,Delhi,Economy,8.83,22,Mumbai → Delhi,Long (6-12h),2339
Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Business,16.67,35,Delhi → Kolkata,Very Long (>12h),53209
Vistara,UK-928,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.08,6,Mumbai → Delhi,Short (<3h),5943
Vistara,UK-963,Delhi,Morning,one,Early_Morning,Hyderabad,Business,23.0,16,Delhi → Hyderabad,Very Long (>12h),53937
Air_India,AI-502,Delhi,Afternoon,one,Morning,Hyderabad,Economy,19.33,24,Delhi → Hyderabad,Very Long (>12h),6359
SpiceJet,SG-732,Kolkata,Afternoon,zero,Evening,Chennai,Economy,2.5,13,Kolkata → Chennai,Short (<3h),7644
AirAsia,I5-1543,Hyderabad,Afternoon,one,Night,Kolkata,Economy,6.75,11,Hyderabad → Kolkata,Long (6-12h),5291
GO_FIRST,G8-211,Delhi,Morning,one,Afternoon,Hyderabad,Economy,6.5,32,Delhi → Hyderabad,Long (6-12h),3989
Air_India,AI-569,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.25,38,Chennai → Hyderabad,Very Long (>12h),40593
Indigo,6E-879,Hyderabad,Morning,one,Evening,Kolkata,Economy,6.08,7,Hyderabad → Kolkata,Long (6-12h),5293
Vistara,UK-776,Kolkata,Evening,one,Morning,Chennai,Economy,15.25,14,Kolkata → Chennai,Very Long (>12h),11675
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Economy,10.25,23,Kolkata → Delhi,Long (6-12h),6723
Vistara,UK-836,Chennai,Morning,two_or_more,Evening,Bangalore,Economy,8.08,39,Chennai → Bangalore,Long (6-12h),6437
Air_India,AI-429,Delhi,Morning,zero,Afternoon,Chennai,Business,2.83,41,Delhi → Chennai,Short (<3h),27864
Vistara,UK-977,Delhi,Evening,one,Morning,Chennai,Business,16.83,42,Delhi → Chennai,Very Long (>12h),60232
Air_India,AI-543,Hyderabad,Morning,one,Evening,Chennai,Economy,7.67,20,Hyderabad → Chennai,Long (6-12h),4649
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,13.58,8,Hyderabad → Bangalore,Very Long (>12h),12658
Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,47,Delhi → Mumbai,Long (6-12h),5360
Air_India,AI-570,Mumbai,Early_Morning,zero,Early_Morning,Chennai,Economy,2.0,16,Mumbai → Chennai,Short (<3h),2468
Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,7.83,48,Delhi → Bangalore,Long (6-12h),8329
Indigo,6E-6319,Hyderabad,Evening,one,Night,Chennai,Economy,6.5,29,Hyderabad → Chennai,Long (6-12h),3194
Air_India,AI-541,Hyderabad,Evening,one,Night,Bangalore,Business,27.83,24,Hyderabad → Bangalore,Very Long (>12h),56590
Air_India,AI-542,Delhi,Morning,one,Afternoon,Mumbai,Business,26.5,31,Delhi → Mumbai,Very Long (>12h),42777
Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Business,2.25,35,Delhi → Mumbai,Short (<3h),36712
Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Business,12.0,49,Kolkata → Delhi,Long (6-12h),61583
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Bangalore,Business,14.08,15,Delhi → Bangalore,Very Long (>12h),57017
Air_India,AI-774,Mumbai,Night,one,Morning,Delhi,Business,12.33,19,Mumbai → Delhi,Very Long (>12h),59021
Vistara,UK-846,Bangalore,Morning,one,Night,Chennai,Business,14.58,13,Bangalore → Chennai,Very Long (>12h),44280
SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,43,Delhi → Bangalore,Long (6-12h),3569
Vistara,UK-996,Mumbai,Evening,one,Night,Chennai,Economy,25.75,20,Mumbai → Chennai,Very Long (>12h),4607
Air_India,AI-809,Mumbai,Morning,one,Night,Kolkata,Economy,30.300000000000004,9,Mumbai → Kolkata,Very Long (>12h),12007
Indigo,6E-457,Bangalore,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.67,15,Bangalore → Kolkata,Long (6-12h),14612
Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Kolkata,Business,13.0,38,Bangalore → Kolkata,Very Long (>12h),60508
Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.5,17,Delhi → Kolkata,Medium (3-6h),5955
Vistara,UK-657,Bangalore,Morning,one,Night,Mumbai,Economy,10.08,18,Bangalore → Mumbai,Long (6-12h),16309
Indigo,6E-827,Hyderabad,Morning,one,Afternoon,Chennai,Economy,3.92,25,Hyderabad → Chennai,Medium (3-6h),3194
Air_India,AI-672,Chennai,Afternoon,one,Morning,Bangalore,Business,20.25,7,Chennai → Bangalore,Very Long (>12h),43729
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Bangalore,Business,13.58,30,Hyderabad → Bangalore,Very Long (>12h),56702
Air_India,AI-864,Mumbai,Early_Morning,zero,Morning,Delhi,Business,2.17,42,Mumbai → Delhi,Short (<3h),22140
Vistara,UK-894,Hyderabad,Evening,one,Night,Delhi,Economy,27.08,5,Hyderabad → Delhi,Very Long (>12h),11488
Air_India,AI-539,Chennai,Evening,zero,Evening,Delhi,Economy,2.83,22,Chennai → Delhi,Short (<3h),2271
Air_India,AI-441,Delhi,Evening,one,Morning,Bangalore,Business,17.33,14,Delhi → Bangalore,Very Long (>12h),42457
Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,6.5,25,Delhi → Hyderabad,Long (6-12h),5549
SpiceJet,SG-241,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.67,23,Mumbai → Kolkata,Short (<3h),4715
Vistara,UK-812,Bangalore,Morning,one,Evening,Mumbai,Economy,6.75,25,Bangalore → Mumbai,Long (6-12h),6883
Indigo,6E-5394,Chennai,Early_Morning,one,Afternoon,Kolkata,Economy,8.5,43,Chennai → Kolkata,Long (6-12h),5924
